game_id,turns,victory_status,winner,increment_code,white_rating,black_rating,opening_eco,opening_name,opening_move_count
9948,77,mate,white,Classical,1552,1713,C45,Scotch Game,7
9949,29,mate,white,Classical,1703,1679,B20,Sicilian Defense: Bowdler Attack,3
9951,53,resign,white,Classical,1685,1579,B20,Sicilian Defense: Bowdler Attack,3
9953,112,resign,black,Classical,1527,1677,C20,Bishop's Opening: Boi Variation,4
9955,101,draw,draw,Classical,1665,1684,B20,Sicilian Defense: Bowdler Attack,3
9959,34,resign,black,Classical,1687,1657,C55,Italian Game: Anti-Fried Liver Defense,6
9960,116,resign,black,Classical,1688,1484,C50,Italian Game: Giuoco Pianissimo,7
9964,28,mate,black,Classical,1706,1482,B01,Scandinavian Defense,2
9965,54,draw,draw,Rapid,1837,1426,B01,Scandinavian Defense: Mieses-Kotroc Variation,4
9991,34,mate,black,Classical,1169,1369,C20,King's Pawn Game,2
9992,9,mate,white,Rapid,1393,1195,C42,Russian Game: Damiano Variation,6
9993,43,resign,white,Rapid,1387,1228,B01,Scandinavian Defense,2
9994,43,draw,draw,Classical,1195,1386,C20,King's Pawn Game,2
9998,40,resign,black,Rapid,1369,1062,C41,Philidor Defense #2,4
9999,44,resign,black,Classical,1185,1288,C40,King's Pawn Game: Damiano Defense,4
10000,55,draw,draw,Classical,1291,1117,C40,Elephant Gambit,4
10003,56,mate,black,Rapid,1580,1402,C20,King's Pawn Game: Napoleon Attack,3
10004,7,resign,white,Blitz,1023,879,C20,English Opening: The Whale,3
10005,51,mate,white,Rapid,1354,1389,B07,Pirc Defense #4,2
10006,56,resign,black,Blitz,1404,1407,C20,English Opening: The Whale,3
10008,59,mate,white,Blitz,1337,1484,B00,St. George Defense,2
10009,30,resign,black,Blitz,1411,1262,C20,English Opening: The Whale,3
10010,69,resign,white,Rapid,1218,1452,C20,English Opening: The Whale,3
10012,37,mate,white,Rapid,1073,1371,C41,Philidor Defense #3,5
10013,27,resign,white,Rapid,1208,1445,C20,English Opening: The Whale,3
10014,61,mate,white,Rapid,1439,1282,C41,Philidor Defense #2,4
10015,41,resign,black,Rapid,1500,1422,C02,French Defense: Advance Variation #3,5
10016,119,mate,white,Blitz,1146,1200,B20,Sicilian Defense: Mengarini Variation,3
10021,64,resign,black,Blitz,1537,1805,A40,Horwitz Defense,2
10027,35,resign,white,Blitz,1845,1781,C02,French Defense: Advance Variation |  Main Line,11
10028,102,mate,black,Blitz,1800,1565,D02,Queen's Pawn Game: Anti-Torre,4
10029,38,resign,white,Classical,1500,1133,A40,Mikenas Defense,2
10031,65,mate,white,Bullet,1392,1168,B00,Borg Defense,2
10032,30,mate,black,Rapid,1213,1392,A00,Van't Kruijs Opening,1
10034,12,mate,black,Rapid,1250,1556,A00,Van Geet Opening,1
10035,19,mate,white,Rapid,1552,1275,A45,Indian Game,2
10036,37,mate,white,Classical,1598,1301,B07,Pirc Defense #5,3
10037,83,resign,white,Classical,1500,1301,A00,Mieses Opening,1
10038,11,mate,white,Rapid,1403,1393,A00,Mieses Opening,1
10039,31,draw,draw,Blitz,1399,1381,B20,Sicilian Defense,2
10040,11,mate,white,Rapid,1693,1500,A45,Indian Game: Pawn Push Variation,3
10041,37,outoftime,white,Blitz,1255,1142,B01,Scandinavian Defense,2
10042,29,resign,white,Rapid,1475,1147,D00,Queen's Pawn Game,2
10043,57,resign,white,Rapid,1394,1152,D00,Queen's Pawn Game #2,3
10044,31,resign,black,Rapid,1172,1075,B01,Scandinavian Defense,2
10045,44,resign,black,Blitz,1196,1172,D00,Queen's Pawn Game,2
10046,94,mate,black,Blitz,1336,1058,D20,Queen's Gambit Accepted: Old Variation,5
10047,22,resign,black,Rapid,1203,1215,C44,Ponziani Opening: Jaenisch Counterattack,6
10048,42,mate,black,Rapid,1227,1190,B01,Scandinavian Defense: Mieses-Kotroc Variation,4
10049,55,resign,white,Blitz,1171,1381,B00,Nimzowitsch Defense: Scandinavian Variation |  Bogoljubov Variation,5
10050,100,mate,black,Blitz,1378,1159,B01,Scandinavian Defense,2
10051,9,outoftime,white,Rapid,1144,1226,B21,Sicilian Defense: Smith-Morra Gambit #2,3
10052,34,mate,black,Blitz,1244,1141,B01,Scandinavian Defense,2
10053,43,mate,white,Blitz,1383,1146,B01,Scandinavian Defense: Mieses-Kotroc Variation,4
10064,15,outoftime,white,Rapid,1585,1441,B00,Barnes Defense,2
10066,28,outoftime,black,Rapid,1500,1212,A00,Mieses Opening: Reversed Rat,2
10067,5,outoftime,white,Blitz,1853,1500,B00,Hippopotamus Defense #2,2
10069,66,outoftime,black,Rapid,1545,1706,B01,Scandinavian Defense: Modern Variation,5
10071,37,resign,black,Rapid,1954,1787,B20,Sicilian Defense: Wing Gambit |  Marshall Variation,5
10073,53,mate,white,Rapid,1774,1690,A40,Horwitz Defense,2
10078,39,outoftime,white,Rapid,1687,1763,B21,Sicilian Defense: Smith-Morra Gambit #2,3
10079,87,mate,white,Rapid,1580,1716,A00,Van't Kruijs Opening,1
10081,74,mate,black,Classical,1617,1500,D02,Queen's Pawn Game: London System,5
10088,120,outoftime,black,Blitz,1937,1869,C46,Three Knights Opening,5
10089,20,resign,white,Classical,1276,1111,B01,Scandinavian Defense,2
10090,54,mate,black,Rapid,1144,1096,A40,Horwitz Defense,2
10092,71,mate,white,Rapid,1072,1111,A00,Saragossa Opening,1
10093,31,resign,white,Rapid,1271,1119,A40,Horwitz Defense,2
10094,52,resign,black,Rapid,1129,1208,B01,Scandinavian Defense: Mieses-Kotroc Variation,4
10095,55,resign,white,Rapid,1633,1131,A00,Van't Kruijs Opening,1
10096,11,resign,black,Rapid,1131,1377,C50,Italian Game: Schilling-Kostic Gambit,6
10097,46,resign,black,Classical,1141,1230,B01,Scandinavian Defense: 2.b3,3
10098,30,mate,black,Rapid,1151,1248,C20,King's Pawn Opening: 2.b3,3
10099,40,resign,white,Rapid,1339,1158,A40,English Defense #2,2
10100,11,mate,white,Blitz,1257,1169,C41,Philidor Defense #3,5
10102,28,mate,black,Rapid,1199,1129,C41,Philidor Defense #3,5
10103,18,resign,white,Classical,1028,1220,A40,Englund Gambit,2
10104,33,mate,white,Blitz,1201,1236,A40,Englund Gambit,2
10105,17,mate,white,Rapid,1218,1294,C00,French Defense #2,2
10106,74,resign,white,Classical,1202,1201,B01,Scandinavian Defense: Mieses-Kotroc Variation,4
10107,87,resign,white,Rapid,1507,1207,C00,French Defense #2,2
10108,61,outoftime,white,Rapid,1517,1212,A45,Indian Game: Pawn Push Variation,3
10111,39,resign,white,Rapid,1347,1460,A00,Ware Opening,1
10113,46,resign,white,Blitz,1500,1389,D00,Queen's Pawn Game,2
10114,36,mate,black,Blitz,1474,1331,B01,Scandinavian Defense,2
10116,23,resign,black,Rapid,1317,1430,A04,Zukertort Opening: Arctic Defense,2
10117,86,mate,black,Blitz,1232,1307,B01,Scandinavian Defense,2
10118,35,resign,white,Blitz,1296,1241,A04,Zukertort Opening: Queen's Gambit Invitation,2
10119,139,resign,white,Bullet,1370,1226,A00,Van't Kruijs Opening,1
10121,45,resign,white,Rapid,1375,1314,B01,Scandinavian Defense: Mieses-Kotroc Variation,4
10122,39,mate,white,Blitz,1502,1321,A40,Mikenas Defense,2
10124,29,outoftime,white,Blitz,1418,1330,B01,Scandinavian Defense: Mieses-Kotroc Variation,4
10126,33,resign,white,Blitz,1505,1319,B01,Scandinavian Defense,2
10127,62,mate,black,Blitz,1299,1304,B01,Scandinavian Defense,2
10128,25,resign,black,Rapid,1309,1601,A04,Zukertort Opening: Kingside Fianchetto,2
10129,52,resign,black,Blitz,1207,1298,B01,Scandinavian Defense,2
10131,31,mate,white,Bullet,1242,1248,B01,Scandinavian Defense,2
10133,23,mate,white,Blitz,1299,1169,A04,Zukertort Opening: Ross Gambit,2
10134,45,resign,white,Blitz,1153,1322,B01,Scandinavian Defense: Mieses-Kotroc Variation,4
10135,47,resign,white,Rapid,1662,1327,B01,Scandinavian Defense: Mieses-Kotroc Variation,4
10136,39,resign,black,Rapid,1242,1313,A40,Mikenas Defense,2
10137,16,resign,black,Blitz,1334,1294,B01,Scandinavian Defense,2
10138,78,mate,black,Rapid,986,1289,B01,Scandinavian Defense,2
10139,65,resign,white,Blitz,1373,1303,B01,Scandinavian Defense: Mieses-Kotroc Variation,4
10142,65,outoftime,white,Classical,1500,1411,C41,Philidor Defense #2,4
10143,50,mate,black,Classical,1500,1732,A00,Van't Kruijs Opening,1
10144,118,mate,black,Bullet,1500,1500,C00,French Defense: Bird Invitation,3
10145,74,mate,black,Rapid,1500,1500,C00,French Defense,4
10146,67,resign,white,Blitz,2182,2210,C00,French Defense: Normal Variation,3
10147,149,resign,white,Blitz,2622,2188,B00,Nimzowitsch Defense |  Declined Variation,3
10148,83,resign,white,Blitz,2199,2233,B00,Nimzowitsch Defense,2
10149,97,draw,draw,Blitz,2239,2198,C00,French Defense: Normal Variation,3
10151,106,resign,white,Blitz,2183,2257,B00,Nimzowitsch Defense: Kennedy Variation |  Linksspringer Variation,5
10152,53,mate,white,Bullet,1625,1363,C40,Elephant Gambit,4
10153,59,mate,white,Bullet,1587,1500,C20,King's Pawn Game,2
10154,68,mate,black,Rapid,1883,2093,C00,Queen's Pawn Game: Franco-Sicilian Defense,4
10155,75,mate,white,Rapid,2064,1947,A00,Polish Opening: Czech Defense,4
10156,72,mate,black,Rapid,1713,2054,B01,Scandinavian Defense,2
10161,50,resign,black,Blitz,1677,1944,B50,Sicilian Defense: Modern Variations |  Anti-Qxd4 Move Order,6
10162,46,outoftime,black,Rapid,1613,1927,B21,Sicilian Defense: McDonnell Attack,3
10163,85,resign,white,Rapid,1909,1598,A00,Polish Opening: Outflank Variation,2
10166,47,resign,white,Rapid,1769,1655,B07,Czech Defense,6
10167,71,mate,white,Rapid,1650,1651,A00,Polish Opening: Bugayev Advance Variation,5
10168,51,resign,white,Rapid,1500,1447,A00,Polish Opening,1
10169,19,resign,white,Blitz,1316,1293,C50,Italian Game,5
10171,14,resign,white,Rapid,1334,1293,D20,Queen's Gambit Accepted: Accelerated Mannheim Variation,5
10172,24,outoftime,black,Rapid,1064,1069,C20,English Opening: The Whale,3
10173,52,resign,white,Classical,1705,1324,B21,Sicilian Defense: McDonnell Attack,3
10177,40,resign,black,Rapid,1838,2048,C40,Elephant Gambit: Paulsen Countergambit,6
10179,58,resign,black,Rapid,1436,2047,D00,Queen's Pawn Game,2
10180,93,outoftime,white,Rapid,1441,1392,C40,Elephant Gambit,4
10187,38,outoftime,black,Blitz,1263,1521,C20,King's Pawn Game: King's Head Opening #2,3
10188,32,outoftime,black,Blitz,1299,1585,C00,French Defense #2,2
10189,79,mate,white,Rapid,1504,1387,C41,Philidor Defense,5
10191,38,outoftime,black,Blitz,1364,1175,B01,Scandinavian Defense,2
10192,40,outoftime,black,Blitz,1364,1501,C00,French Defense: King's Indian Attack,3
10193,28,outoftime,black,Blitz,1364,1078,C00,French Defense: King's Indian Attack,3
10195,88,resign,white,Blitz,1510,1303,B00,Owen Defense,2
10197,39,mate,white,Blitz,1668,1313,C20,Bishop's Opening: Boi Variation,4
10198,54,resign,black,Blitz,1316,1665,B20,Sicilian Defense,2
10199,44,mate,black,Blitz,1271,1463,A40,Englund Gambit Declined |  Reversed French,3
10200,21,resign,white,Blitz,1382,1500,B01,Scandinavian Defense: Blackburne-Kloosterboer Gambit,4
10201,30,outoftime,black,Blitz,1234,1288,B00,Owen Defense,2
10202,43,mate,white,Rapid,1315,1301,A40,English Defense #2,2
10203,50,resign,black,Bullet,1128,1293,A40,English Defense #2,2
10205,77,resign,white,Blitz,1323,1395,A00,Mieses Opening: Reversed Rat,2
10208,51,resign,black,Blitz,1371,1306,A40,English Defense #2,2
10209,22,resign,white,Rapid,1730,1849,B01,Scandinavian Defense: Modern Variation #2,4
10211,63,resign,white,Rapid,1850,1870,A04,Zukertort Opening: Queen's Gambit Invitation,2
10212,117,mate,white,Rapid,1867,1524,B00,St. George Defense,2
10215,30,resign,white,Blitz,1325,1457,C46,Four Knights Game,6
10224,25,mate,white,Rapid,1484,1273,D00,Queen's Pawn Game,2
10225,36,mate,black,Classical,1295,1675,C46,Four Knights Game: Italian Variation,7
10227,100,resign,black,Blitz,1357,1689,B30,Sicilian Defense: Old Sicilian,4
10229,37,resign,black,Classical,1500,1741,C00,French Defense: Knight Variation,3
10230,12,outoftime,black,Blitz,1386,1500,B00,Caro-Kann Defense: Hillbilly Attack,3
10231,126,outoftime,black,Blitz,2152,2075,C50,Italian Game: Giuoco Pianissimo |  Italian Four Knights Variation,9
10236,40,resign,black,Blitz,1663,2069,C00,French Defense: Knight Variation,3
10238,24,resign,black,Classical,1616,2064,C42,Petrov's Defense,4
10239,96,resign,black,Classical,1715,2060,B20,Sicilian Defense: Bowdler Attack,3
10241,102,resign,black,Rapid,1687,2052,C00,French Defense: Knight Variation,3
10242,145,resign,white,Blitz,1800,2079,C00,French Defense: Knight Variation,3
10243,102,resign,white,Rapid,2003,2162,A00,Polish Opening: Outflank Variation,2
10248,45,resign,black,Rapid,1554,2155,D20,Queen's Gambit Accepted,4
10249,35,mate,white,Rapid,2155,1361,A40,Modern Defense,2
10250,67,resign,white,Rapid,2153,1555,D02,Queen's Pawn Game: Chigorin Variation,4
10251,71,resign,white,Rapid,2152,1580,A04,Zukertort Opening: Queen's Gambit Invitation,2
10252,66,resign,black,Blitz,1810,1738,B30,Sicilian Defense: Old Sicilian,4
10254,107,draw,draw,Rapid,1406,1459,C45,Scotch Game,7
10255,41,mate,white,Rapid,1412,1417,D00,Queen's Pawn Game: Chigorin Variation,3
10258,51,mate,white,Rapid,1855,1202,C55,Italian Game: Two Knights Defense |  Modern Bishop's Opening,7
10259,41,resign,black,Classical,1202,1009,A40,Queen's Pawn,1
10260,74,resign,white,Rapid,1386,1255,B01,Scandinavian Defense: Mieses-Kotroc Variation,4
10261,33,mate,white,Blitz,1830,1263,D20,Queen's Gambit Accepted,4
10262,85,mate,white,Rapid,1781,1274,C20,King's Pawn Game: Leonardis Variation,3
10263,9,resign,white,Classical,1100,1500,B00,Nimzowitsch Defense: Kennedy Variation |  Linksspringer Variation,5
10264,15,mate,white,Classical,1613,1309,B01,Scandinavian Defense,2
10265,32,mate,black,Classical,1364,1609,D00,Queen's Pawn Game #2,3
10266,8,resign,white,Classical,1261,1174,B00,Nimzowitsch Defense: Kennedy Variation,4
10267,57,mate,white,Rapid,1589,1500,C02,French Defense: Advance Variation #3,5
10268,121,mate,white,Rapid,1238,885,A00,Van't Kruijs Opening,1
10271,27,resign,black,Rapid,788,1307,A04,Zukertort Opening: Queen's Gambit Invitation,2
10272,53,mate,white,Blitz,1437,892,B00,Nimzowitsch Defense,2
10273,21,mate,white,Rapid,955,959,B00,King's Pawn Game: Nimzowitsch Defense,3
10276,51,mate,white,Classical,1523,1009,A00,Grob Opening,1
10277,26,mate,black,Classical,1028,1521,A00,Gedult's Opening,1
10278,61,mate,white,Rapid,1366,1090,C42,Petrov's Defense,4
10279,41,mate,white,Rapid,1500,1005,B00,Borg Defense,2
10280,55,mate,white,Rapid,1130,1500,D00,Queen's Pawn Game: Chigorin Variation,3
10282,47,resign,white,Rapid,1998,1358,C41,Philidor Defense,5
10286,42,resign,black,Rapid,1527,2013,D00,Queen's Pawn Game: Mason Attack,3
10288,74,resign,black,Rapid,1512,2009,D00,Queen's Pawn Game,2
10292,35,resign,black,Classical,1144,1500,C42,Petrov's Defense,4
10294,52,mate,black,Rapid,1022,1165,C40,Elephant Gambit,4
10298,59,resign,white,Blitz,1500,1500,C50,Giuoco Piano,6
10300,53,mate,white,Rapid,1777,1453,B00,Owen Defense,2
10302,41,resign,white,Blitz,1571,1487,B01,Scandinavian Defense: Anderssen Counterattack,8
10304,55,mate,white,Rapid,1648,1630,C20,King's Pawn Game: Wayward Queen Attack,3
10308,34,resign,white,Rapid,1626,1628,C02,French Defense: Advance Variation #4,6
10310,19,resign,white,Blitz,1500,1500,C40,Elephant Gambit: Paulsen Countergambit,6
10315,25,resign,white,Rapid,1636,1417,A00,Creepy Crawly Formation: Classical Defense,4
10316,25,outoftime,white,Rapid,1500,1681,B07,Pirc Defense #4,2
10317,6,resign,black,Rapid,801,1223,B00,King's Pawn Game: Nimzowitsch Defense,3
10319,29,mate,white,Blitz,1403,1389,B00,Ware Defense,2
10320,44,mate,black,Classical,1500,1662,A00,Grob Opening,1
10324,30,resign,black,Blitz,2252,2121,B20,Sicilian Defense: Wing Gambit |  Marshall Variation,5
10325,52,resign,black,Blitz,2259,2386,B20,Sicilian Defense: Wing Gambit |  Marshall Variation,5
10327,41,mate,white,Blitz,2247,2094,B20,Sicilian Defense: Wing Gambit |  Carlsbad Variation,6
10329,84,resign,black,Blitz,2111,2233,A45,Indian Game,2
10330,43,resign,white,Blitz,2226,2119,C02,French Defense: Advance Variation,8
10331,124,resign,black,Blitz,2127,2218,A45,Indian Game,2
10332,62,mate,black,Blitz,2232,2113,C00,French Defense: Chigorin Variation,3
10334,136,resign,white,Blitz,2217,2135,C00,French Defense: Chigorin Variation,3
10336,8,outoftime,black,Blitz,1506,1282,A40,English Defense #2,2
10338,83,mate,white,Rapid,1130,1144,A40,Polish Defense,2
10342,22,resign,black,Rapid,1565,1652,C42,Russian Game: Damiano Variation,6
10343,51,resign,black,Rapid,1422,1641,A00,Van't Kruijs Opening,1
10344,33,mate,white,Rapid,1620,1565,C46,Three Knights Opening,5
10346,58,mate,black,Rapid,1374,1549,C55,Italian Game: Two Knights Defense,6
10349,58,mate,black,Rapid,1154,1490,C42,Petrov's Defense,4
10351,39,mate,white,Rapid,1433,1515,C00,Rat Defense: Small Center Defense,4
10352,23,resign,white,Rapid,1387,1094,C46,Four Knights Game,6
10353,52,mate,black,Classical,1496,1305,C20,King's Pawn Game: Leonardis Variation,3
10356,37,resign,white,Rapid,1433,1436,A00,Van Geet Opening: Napoleon Attack,5
10357,30,draw,draw,Rapid,1436,1433,C55,Italian Game: Two Knights Defense |  Modern Bishop's Opening,7
10358,15,draw,draw,Blitz,1502,1430,C20,King's Pawn Game: Leonardis Variation,3
10360,31,resign,white,Rapid,1408,955,C46,Four Knights Game: Italian Variation,7
10362,52,resign,black,Rapid,1366,1269,C20,King's Pawn Game: Leonardis Variation,3
10363,112,outoftime,black,Rapid,1340,1367,C20,King's Pawn Game: Wayward Queen Attack,3
10365,17,resign,white,Blitz,1176,1398,B00,Nimzowitsch Defense,2
10367,78,mate,black,Rapid,1281,1380,A40,Mikenas Defense,2
10368,30,resign,black,Rapid,1359,1359,A40,Mikenas Defense,2
10369,66,resign,black,Rapid,1383,1347,C55,Italian Game: Anti-Fried Liver Defense,6
10370,56,draw,draw,Rapid,1134,1397,C45,Scotch Game,7
10372,104,mate,black,Blitz,1211,1434,A00,Van't Kruijs Opening,1
10373,14,outoftime,black,Rapid,1434,1352,C41,Philidor Defense #3,5
10374,59,resign,white,Classical,1410,1337,B20,Sicilian Defense: Bowdler Attack,3
10375,66,resign,black,Rapid,1443,1425,C00,Rat Defense: Small Center Defense,4
10377,61,resign,white,Rapid,1225,1552,D02,Queen's Pawn Game: Chigorin Variation,4
10379,8,resign,white,Blitz,1678,1678,A00,Van't Kruijs Opening,1
10380,37,resign,white,Blitz,1615,1727,A00,Van Geet Opening: Napoleon Attack,5
10382,53,resign,white,Rapid,1568,1292,B07,Pirc Defense #2,5
10386,44,mate,black,Rapid,1631,1540,A00,Van Geet Opening: Napoleon Attack,5
10387,57,resign,white,Rapid,1480,1393,C02,French Defense: Advance Variation #2,7
10388,68,resign,black,Rapid,1403,1371,A00,Mieses Opening,1
10392,23,resign,white,Rapid,1419,1362,B07,King's Pawn Game: Maroczy Defense,4
10393,64,mate,black,Classical,1500,1584,C00,French Defense: La Bourdonnais Variation,3
10395,103,outoftime,white,Rapid,1506,1588,B30,Sicilian Defense: Old Sicilian,4
10398,55,resign,white,Blitz,1627,1515,C41,Philidor Defense #4,6
10399,63,resign,white,Rapid,1515,1448,B20,Sicilian Defense,2
10404,47,resign,white,Blitz,1703,1366,A04,Zukertort Opening: Vos Gambit,4
10405,18,resign,white,Rapid,1352,1380,D00,Queen's Pawn Game: Mason Attack,3
10406,51,resign,black,Rapid,1395,1338,C40,King's Pawn Game: Busch-Gass Gambit,4
10407,80,resign,black,Rapid,1349,1383,D00,Queen's Pawn Game: Mason Attack,3
10408,29,resign,black,Rapid,1399,1335,C44,Scotch Game: Lolli Variation,6
10409,27,resign,black,Blitz,1183,1427,C45,Scotch Game,7
10413,83,resign,white,Rapid,1453,1389,A40,Horwitz Defense,2
10414,73,draw,draw,Rapid,1455,1387,D00,Queen's Pawn Game,2
10416,26,resign,white,Rapid,1466,1297,D02,Queen's Pawn Game: Chigorin Variation,4
10418,150,mate,black,Blitz,1500,1466,C20,King's Pawn Game: Wayward Queen Attack,3
10420,28,outoftime,black,Bullet,1500,1466,A00,Van't Kruijs Opening,1
10425,36,resign,black,Rapid,1500,1466,D00,Queen's Pawn Game,2
10426,46,mate,black,Blitz,1500,1500,B07,Pirc Defense #4,2
10427,101,mate,white,Rapid,1251,1166,C41,Philidor Defense #3,5
10428,62,mate,black,Rapid,1216,1584,B01,Scandinavian Defense: Mieses-Kotroc Variation,4
10429,29,mate,white,Rapid,1580,1257,C40,King's Knight Opening,3
10430,111,mate,white,Blitz,1068,807,C20,King's Pawn Game: Leonardis Variation,3
10431,97,outoftime,white,Rapid,1068,807,C20,King's Pawn Game: Leonardis Variation,3
10434,92,mate,black,Rapid,807,1076,D00,Queen's Pawn Game #2,3
10435,25,resign,white,Rapid,1076,807,C20,King's Pawn Game: Leonardis Variation,3
10436,45,mate,white,Rapid,1011,1076,C20,King's Pawn Game: Leonardis Variation,3
10437,101,outoftime,white,Rapid,1076,1011,C20,King's Pawn Game: Leonardis Variation,3
10438,32,mate,black,Blitz,1500,1383,D00,Queen's Pawn Game #2,3
10439,17,outoftime,white,Rapid,1529,1088,C00,French Defense #2,2
10440,17,resign,white,Rapid,1671,1094,A00,Van't Kruijs Opening,1
10441,23,resign,white,Blitz,1444,1118,A40,Queen's Pawn,1
10442,9,resign,black,Blitz,1121,1831,A00,Hungarian Opening,1
10443,13,resign,white,Rapid,1375,1167,B07,Pirc Defense #4,2
10444,21,resign,white,Blitz,1501,1030,C00,French Defense: Normal Variation,3
10445,20,resign,white,Rapid,1312,1274,A00,Van't Kruijs Opening,1
10446,23,resign,white,Blitz,1410,1500,B07,Pirc Defense #5,3
10447,47,mate,white,Rapid,1198,1571,A40,Queen's Pawn,1
10450,15,resign,black,Rapid,1209,1429,C42,Petrov's Defense #2,5
10451,115,resign,white,Classical,1527,1212,C45,Scotch Game,7
10452,71,resign,white,Classical,1188,1597,C02,French Defense: Advance Variation |  Nimzowitsch System,7
10453,37,mate,white,Blitz,1174,1500,C46,Four Knights Game: Italian Variation,7
10454,53,resign,black,Blitz,1500,1174,C44,Ponziani Opening: Jaenisch Counterattack,6
10455,31,outoftime,white,Blitz,1174,1500,C41,Philidor Defense #3,5
10457,95,resign,white,Blitz,1174,1500,A00,Van't Kruijs Opening,1
10458,107,mate,white,Rapid,1500,1174,C20,King's Pawn Game: Wayward Queen Attack |  Kiddie Countergambit,4
10460,76,mate,black,Classical,1613,1472,C50,Giuoco Piano,6
10461,36,resign,white,Blitz,2059,1640,B01,Scandinavian Defense: Modern Variation #2,4
10462,69,resign,white,Rapid,1500,1422,C20,King's Pawn Game: Leonardis Variation,3
10464,36,resign,white,Rapid,1348,1557,C46,Three Knights Opening,5
10466,104,resign,black,Rapid,1588,1533,B01,Scandinavian Defense: Mieses-Kotroc Variation,4
10467,21,resign,white,Rapid,1581,1500,C41,Philidor Defense #2,4
10468,12,resign,white,Rapid,1571,1558,C41,Philidor Defense #2,4
10470,64,resign,black,Rapid,1571,1597,C02,French Defense: Advance Variation #2,7
10471,47,resign,white,Rapid,1560,1547,C40,King's Pawn Game: Damiano Defense,4
10472,68,mate,black,Rapid,1526,1542,A00,Saragossa Opening,1
10473,100,resign,black,Rapid,1517,1531,D02,Queen's Pawn Game: Chigorin Variation,4
10475,81,resign,white,Rapid,1511,1418,C41,Philidor Defense #3,5
10476,193,mate,white,Rapid,1501,1447,B00,Owen Defense,2
10478,69,resign,white,Rapid,1513,1350,C44,Scotch Game,5
10479,119,mate,white,Rapid,1501,1499,C41,Philidor Defense #3,5
10480,123,resign,white,Rapid,1486,1568,C45,Scotch Game: Potter Variation,9
10481,26,resign,black,Rapid,1501,1404,C46,Four Knights Game: Italian Variation,7
10483,96,mate,black,Rapid,1536,1399,D02,Queen's Pawn Game: Chigorin Variation,4
10485,135,mate,white,Rapid,1524,1448,A00,Hungarian Opening,1
10487,23,mate,white,Rapid,1510,1283,D20,Queen's Gambit Accepted: Saduleto Variation,5
10489,47,mate,white,Blitz,1489,1500,A40,Englund Gambit Complex: Hartlaub-Charlick Gambit,4
10490,82,resign,black,Rapid,1361,1481,B20,Sicilian Defense: Bowdler Attack,3
10492,31,resign,black,Rapid,1481,1515,A40,Horwitz Defense,2
10494,46,resign,white,Rapid,1475,1387,A40,Queen's Pawn,1
10495,50,mate,black,Classical,1301,1468,D00,Queen's Pawn Game #2,3
10496,11,mate,white,Blitz,1213,1489,D00,Queen's Pawn Game #3,4
10499,57,resign,white,Blitz,1352,1541,D00,Queen's Pawn Game #2,3
10501,57,resign,white,Blitz,1535,1318,A40,Horwitz Defense,2
10502,89,mate,white,Blitz,1338,1539,B20,Sicilian Defense,2
10504,68,resign,black,Rapid,1920,2087,D02,Queen's Pawn Game: Symmetrical Variation |  Pseudo-Catalan,5
10507,149,resign,white,Blitz,2074,1908,C41,Philidor Defense #2,4
10512,117,mate,white,Rapid,2136,2062,D02,Queen's Pawn Game: Symmetrical Variation,4
10513,30,outoftime,black,Blitz,2081,2096,B30,Sicilian Defense: Old Sicilian,4
10515,117,resign,white,Blitz,2048,1924,C44,Ponziani Opening: Jaenisch Counterattack,6
10518,67,resign,white,Blitz,2057,1923,C44,Ponziani Opening: Jaenisch Counterattack,6
10519,82,resign,black,Blitz,1922,2040,C50,Italian Game: Giuoco Pianissimo |  Italian Four Knights Variation,9
10521,53,resign,white,Classical,2003,2078,C44,Ponziani Opening,5
10522,52,resign,white,Blitz,1996,1618,C44,Ponziani Opening,5
10523,138,draw,draw,Blitz,1804,2013,D00,Queen's Pawn Game #3,4
10525,85,resign,black,Rapid,1867,1968,C50,Italian Game: Giuoco Pianissimo |  Canal Variation,11
10528,49,resign,white,Rapid,1692,1674,C00,French Defense: Knight Variation,3
10530,69,mate,white,Rapid,1631,1698,C00,French Defense: La Bourdonnais Variation,3
10531,87,resign,black,Blitz,1708,1772,A40,English Defense,4
10532,114,resign,black,Blitz,1724,1545,D20,Queen's Gambit Accepted: Saduleto Variation,5
10533,56,resign,black,Blitz,1723,1713,C00,French Defense: King's Indian Attack,3
10534,34,mate,black,Rapid,1642,1703,D00,Queen's Pawn Game,2
10537,86,resign,white,Rapid,1693,1477,C41,Philidor Defense,5
10538,85,resign,white,Blitz,1664,1706,C02,French Defense: Advance Variation,8
10539,70,mate,black,Rapid,1500,1701,C00,French Defense: Steinitz Attack,3
10541,46,resign,black,Rapid,1680,1677,D00,Queen's Pawn Game,2
10543,74,resign,black,Blitz,1666,1675,D00,Queen's Pawn Game: Chigorin Variation,3
10544,113,resign,white,Blitz,1663,1667,C55,Italian Game: Anti-Fried Liver Defense,6
10545,13,outoftime,white,Rapid,1651,1641,B21,Sicilian Defense: Smith-Morra Gambit,5
10546,46,mate,black,Rapid,1654,1638,C00,French Defense: Steinitz Attack,3
10548,59,resign,white,Rapid,1610,1617,C02,French Defense: Advance Variation #2,7
10549,79,resign,white,Rapid,1754,1618,C02,French Defense: Advance Variation #4,6
