,turns,victory_status,winner,increment_code,white_rating,black_rating,opening_eco,opening_name,opening_move_count
10793,64,mate,black,Rapid,1423,1552,C00,French Defense: Knight Variation,3
10794,85,resign,white,Classical,1711,1427,C42,Russian Game: Urusov Gambit,5
10795,53,resign,white,Rapid,1626,1433,A45,Indian Game,2
10796,88,resign,black,Classical,1252,1427,C41,Philidor Defense: Exchange Variation #3,6
10797,17,draw,draw,Rapid,1423,1744,B20,Sicilian Defense: Bowdler Attack,3
10798,41,resign,white,Rapid,1775,1426,C42,Petrov's Defense,4
10799,46,resign,black,Classical,1431,1658,C44,King's Knight Opening: Normal Variation,4
10800,61,mate,white,Rapid,1578,1438,C42,Russian Game: Three Knights Game,5
10801,93,resign,white,Classical,1507,1448,C26,Vienna Game: Mengarini Variation,5
10802,29,resign,black,Rapid,1456,1562,B30,Sicilian Defense: Old Sicilian,4
10803,51,mate,white,Classical,1402,1462,D35,Queen's Gambit Declined: Exchange Variation,7
10804,62,resign,black,Classical,1469,1636,C45,Scotch Game: Malaniuk Variation,8
10805,59,mate,white,Rapid,1449,1731,C44,Scotch Game: Benima Defense,8
10806,39,resign,white,Classical,1436,1478,B02,Alekhine Defense: Two Pawn Attack |  Lasker Variation,7
10807,118,draw,draw,Rapid,1787,1427,A00,Barnes Opening: Walkerling,5
10808,104,resign,white,Rapid,1501,1436,C41,Philidor Defense #2,4
10809,24,resign,black,Rapid,1439,1821,B22,Sicilian Defense: Alapin Variation,3
10810,58,mate,black,Classical,1419,1428,C41,Philidor Defense #3,5
10811,73,resign,black,Blitz,1435,1598,B01,Scandinavian Defense: Boehnke Gambit,6
10812,41,resign,white,Rapid,1497,1445,A45,Trompowsky Attack,3
10813,10,resign,white,Rapid,1531,1454,C41,Philidor Defense: Nimzowitsch Variation |  Klein Variation,7
10814,35,mate,white,Rapid,1439,1545,C00,French Defense: Knight Variation,3
10815,21,resign,white,Rapid,1567,1447,E00,Indian Game: East Indian Defense,4
10816,47,resign,white,Rapid,1953,1448,C41,Philidor Defense: Exchange Variation #3,6
10817,91,resign,white,Classical,1553,1457,E10,Indian Game: Anti-Nimzo-Indian,5
10818,41,resign,black,Rapid,1462,1697,B01,Scandinavian Defense: Modern Variation #2,4
10819,159,resign,black,Rapid,1526,1447,C42,Russian Game: Urusov Gambit,5
10820,53,mate,white,Rapid,1431,1539,C50,Italian Game: Schilling-Kostic Gambit,6
10821,96,resign,black,Classical,1435,1725,C40,King's Pawn Game: McConnell Defense,4
10822,19,resign,white,Blitz,1583,1426,C24,Bishop's Opening: Berlin Defense,4
10823,102,resign,white,Classical,1694,1430,C41,Philidor Defense: Exchange Variation,8
10824,67,draw,draw,Rapid,1420,1886,B10,Caro-Kann Defense,2
10825,26,resign,white,Rapid,1436,1432,C26,Vienna Game: Stanley Variation,5
10826,141,draw,draw,Blitz,1428,1531,C00,French Defense: Knight Variation,3
10827,131,resign,white,Rapid,1726,1432,C34,King's Gambit Accepted |  King's Knight Gambit,5
10828,78,resign,white,Classical,1627,1438,C41,Philidor Defense: Exchange Variation,8
10829,58,resign,white,Rapid,1889,1440,D35,Queen's Gambit Declined: Exchange Variation |  Positional Variation #2,9
10830,63,resign,white,Rapid,1427,1447,B01,Scandinavian Defense,2
10831,22,mate,black,Rapid,842,1076,A00,Kadas Opening,1
10832,35,mate,white,Rapid,1076,842,B00,Goldsmith Defense,2
10833,19,mate,white,Rapid,966,869,C20,King's Pawn Game: Leonardis Variation,3
10834,9,draw,draw,Rapid,1017,869,C00,French Defense #2,2
10835,16,outoftime,black,Rapid,869,1028,A00,Van Geet Opening: Reversed Nimzowitsch,2
10836,45,mate,white,Rapid,1028,869,C00,Rat Defense: Small Center Defense,4
10837,10,mate,black,Rapid,869,1028,A00,Polish Opening,1
10838,21,outoftime,white,Rapid,1028,869,B06,Modern Defense,2
10839,21,outoftime,white,Rapid,1015,897,B06,Modern Defense,2
10840,4,resign,black,Rapid,927,1055,A01,Nimzo-Larsen Attack,1
10841,87,mate,white,Classical,1507,927,B00,Goldsmith Defense,2
10842,65,mate,white,Rapid,1665,927,A40,Mikenas Defense,2
10843,39,resign,black,Classical,1435,1653,A00,Grob Opening,1
10844,38,resign,black,Blitz,1397,1500,A00,Hungarian Opening,1
10845,3,resign,white,Rapid,1828,1500,B07,Pirc Defense #4,2
10846,30,outoftime,black,Blitz,1303,1500,B07,Pirc Defense #4,2
10847,29,resign,black,Rapid,1247,1224,B05,Alekhine Defense: Modern Variation |  Main Line,8
10848,35,resign,white,Blitz,1311,1320,C34,King's Gambit Accepted |  MacLeod Defense,6
10849,39,resign,white,Rapid,1398,1412,C50,Italian Game: Giuoco Pianissimo,7
10850,51,mate,white,Rapid,1348,1183,B02,Alekhine Defense,2
10851,84,resign,black,Rapid,1170,800,C40,King's Pawn Game: Damiano Defense,4
10852,27,resign,white,Rapid,1381,1575,C70,Ruy Lopez: Morphy Defense |  Graz Variation,10
10853,43,mate,white,Blitz,1500,1219,B06,Modern Defense: Mongredien Defense #2,6
10854,19,resign,white,Rapid,899,1139,C20,King's Pawn Game: Wayward Queen Attack |  Kiddie Countergambit,4
10855,27,resign,white,Rapid,1224,1289,C41,Philidor Defense,5
10856,40,resign,white,Rapid,1207,1367,C44,King's Knight Opening: Normal Variation,4
10857,89,resign,white,Rapid,1359,1214,C42,Russian Game: Three Knights Game,5
10858,22,mate,black,Blitz,1340,1197,D00,Queen's Pawn Game: Chigorin Variation,3
10859,84,mate,black,Blitz,1207,1232,C60,Ruy Lopez,5
10860,55,resign,white,Blitz,1082,1500,C42,Russian Game: Three Knights Game,5
10861,33,resign,white,Rapid,1429,1212,C40,King's Pawn Game: Damiano Defense,4
10862,65,resign,white,Rapid,1177,1217,C40,King's Pawn Game: Damiano Defense,4
10863,32,resign,black,Rapid,1231,1162,C41,Philidor Defense #2,4
10864,28,resign,black,Rapid,1173,1221,D02,Queen's Pawn Game: Anti-Torre,4
10865,52,resign,black,Rapid,1235,1157,C01,French Defense: Franco-Hiva Gambit I,4
10866,49,resign,white,Rapid,1253,1247,A00,Van't Kruijs Opening,1
10867,69,resign,white,Blitz,1044,1181,C68,Ruy Lopez: Exchange Variation,7
10868,83,resign,white,Rapid,1391,1263,C68,Ruy Lopez: Exchange Variation,7
10869,114,draw,draw,Rapid,1231,1264,C40,King's Pawn Game: Damiano Defense,4
10870,126,mate,black,Rapid,1305,1250,A00,Van Geet Opening: Reversed Nimzowitsch,2
10871,30,resign,black,Blitz,1415,1245,C44,King's Knight Opening: Normal Variation,4
10872,78,mate,black,Rapid,1401,1237,C20,King's Pawn Game: Wayward Queen Attack,3
10873,49,outoftime,white,Blitz,1399,1238,C40,King's Pawn Game: Damiano Defense,4
10874,101,mate,white,Rapid,1400,1246,C20,King's Pawn Game: Wayward Queen Attack,3
10875,51,mate,white,Blitz,1232,1266,B01,Scandinavian Defense: Mieses-Kotroc Variation,4
10876,73,mate,white,Blitz,1215,1326,B01,Scandinavian Defense: Mieses-Kotroc Variation,4
10877,66,mate,black,Rapid,1320,1198,C20,King's Pawn Game: Wayward Queen Attack |  Kiddie Countergambit,4
10878,84,resign,black,Blitz,1364,1182,D20,Queen's Gambit Accepted: Old Variation,5
10879,46,mate,black,Rapid,1197,1151,C41,Philidor Defense #2,4
10880,85,mate,white,Blitz,1197,1023,C40,King's Pawn Game: Damiano Defense,4
10881,55,mate,white,Rapid,1171,1070,C40,King's Pawn Game: Damiano Defense,4
10882,51,mate,white,Rapid,1185,1125,C41,Philidor Defense #2,4
10883,93,mate,white,Rapid,1170,1192,C00,French Defense: Steinitz Attack,3
10884,31,mate,white,Blitz,1155,1170,C41,Philidor Defense #2,4
10885,51,resign,white,Rapid,1500,1410,B01,Scandinavian Defense: Main Line,6
10886,54,mate,black,Blitz,1607,1580,C40,King's Pawn Game: McConnell Defense,4
10887,38,resign,black,Blitz,1739,1606,C62,Ruy Lopez: Steinitz Defense,6
10888,30,outoftime,black,Blitz,1487,1673,C00,French Defense: Steinitz Attack,3
10889,98,resign,black,Rapid,1496,1500,C00,French Defense: Two Knights Variation,5
10890,50,resign,black,Classical,1622,1500,B40,Sicilian Defense: French Variation |  Open,6
10891,23,resign,white,Classical,1500,1568,D21,Queen's Gambit Accepted: Slav Gambit,6
10892,56,outoftime,black,Rapid,1502,1500,B07,Pirc Defense: Byrne Variation,7
10893,33,draw,draw,Rapid,1375,1500,B02,Alekhine Defense: Scandinavian Variation,4
10894,48,resign,white,Rapid,1500,1575,A83,Dutch Defense: Staunton Gambit,7
10895,68,resign,black,Classical,1197,1500,C50,Italian Game: Giuoco Pianissimo |  Normal,8
10896,37,resign,white,Rapid,1500,1370,D12,Slav Defense: Quiet Variation |  Pin Defense,8
10897,75,resign,white,Classical,1565,1549,D00,Queen's Pawn Game: Levitsky Attack,3
10898,34,mate,black,Rapid,1320,1554,A20,English Opening: King's English Variation,2
10899,57,mate,white,Rapid,1525,1524,B08,Pirc Defense: Classical Variation,8
10900,68,mate,black,Rapid,1497,1493,D58,Queen's Gambit Declined: Tartakower Defense,14
10901,54,resign,black,Classical,1259,1478,B06,Robatsch (Modern) Defense,4
10902,60,outoftime,black,Rapid,1665,1421,C68,Ruy Lopez: Exchange Variation,7
10903,48,resign,white,Rapid,1390,1319,A80,Dutch Defense,2
10904,75,resign,black,Rapid,1329,1350,B10,Caro-Kann Defense: Two Knights Attack,5
10905,30,resign,black,Rapid,1005,1350,D20,Queen's Gambit Accepted: Old Variation,5
10906,113,resign,white,Rapid,1308,1205,C21,Center Game #2,3
10907,55,mate,white,Classical,1286,1280,A02,Bird Opening,1
10908,75,mate,white,Classical,1260,1313,A00,Van't Kruijs Opening,1
10909,78,mate,black,Rapid,1327,1490,C00,French Defense: Steinitz Attack,3
10910,20,resign,black,Rapid,1299,1301,B01,Scandinavian Defense: Mieses-Kotroc Variation,4
10911,62,outoftime,black,Rapid,1314,1520,C44,Scotch Game,5
10912,48,mate,black,Rapid,1211,1500,A00,Van't Kruijs Opening,1
10913,66,resign,black,Blitz,1576,1256,D30,Queen's Gambit Declined,4
10914,75,outoftime,white,Blitz,2003,1316,A40,English Defense #2,2
10915,62,outoftime,black,Rapid,1359,1170,C44,King's Knight Opening: Normal Variation,4
10916,44,mate,black,Classical,1219,1339,A02,Bird Opening,1
10917,39,mate,white,Blitz,1303,1353,E14,Queen's Indian Defense: Spassky System,7
10918,94,mate,black,Blitz,1381,1256,B01,Scandinavian Defense: Mieses-Kotroc Variation,4
10919,41,resign,white,Blitz,1373,1271,B02,Alekhine Defense: Krejcik Variation,3
10920,6,outoftime,black,Blitz,1306,1396,B01,Scandinavian Defense,2
10921,68,outoftime,black,Rapid,1312,1814,C30,King's Gambit Accepted |  Dodo Variation,5
10922,55,mate,white,Blitz,1282,1129,A00,Hungarian Opening,1
10923,101,mate,white,Rapid,1466,1318,D00,Queen's Pawn Game #2,3
10924,34,mate,black,Rapid,1337,1672,B20,Sicilian Defense: Snyder Variation,3
10925,21,mate,white,Rapid,1668,1360,B07,Pirc Defense #2,5
10926,82,mate,black,Blitz,1453,1427,C21,Center Game,5
10927,51,mate,white,Blitz,2117,1458,B03,Alekhine Defense: Four Pawns Attack,9
10928,48,mate,black,Blitz,1498,1276,C22,Center Game: Hall Variation,7
10929,13,resign,white,Blitz,1500,1350,A27,English Opening: King's English Variation |  Three Knights System,5
10930,75,outoftime,white,Blitz,1459,1500,C20,King's Pawn Game: Wayward Queen Attack,3
10931,35,mate,white,Rapid,1449,1462,A53,Old Indian Defense,4
10932,108,outoftime,black,Rapid,1472,1501,C41,Philidor Defense #3,5
10933,144,mate,black,Classical,1481,1516,B20,Sicilian Defense: Bowdler Attack,3
10934,53,mate,white,Rapid,1472,1435,C40,King's Knight Opening,3
10935,52,resign,black,Rapid,1483,1455,C71,Ruy Lopez: Morphy Defense |  Modern Steinitz Defense #2,8
10936,59,resign,white,Rapid,1401,1496,B21,Sicilian Defense: Smith-Morra Gambit #2,3
10937,78,mate,black,Blitz,1456,1487,B20,Sicilian Defense: Bowdler Attack,3
10938,74,mate,black,Rapid,1548,1476,B20,Sicilian Defense,2
10939,104,mate,black,Rapid,1486,1484,C44,King's Knight Opening: Normal Variation,4
10940,82,mate,black,Rapid,1401,1478,B30,Sicilian Defense: Old Sicilian,4
10941,88,resign,black,Rapid,1532,1466,B30,Sicilian Defense: Old Sicilian,4
10942,61,mate,white,Rapid,1456,1441,C60,Ruy Lopez: Cozio Defense,6
10943,73,resign,white,Rapid,1445,1454,C62,Ruy Lopez: Steinitz Defense,6
10944,77,resign,white,Classical,1509,1454,A45,Indian Game,2
10945,122,draw,draw,Rapid,1442,1454,B20,Sicilian Defense: Staunton-Cochrane Variation,3
10946,157,mate,white,Rapid,1440,1465,B20,Sicilian Defense: Bowdler Attack,3
10947,67,mate,white,Blitz,1500,1472,B21,Sicilian Defense: Smith-Morra Gambit Accepted |  Scheveningen Formation,12
10948,23,outoftime,white,Blitz,1464,1362,C65,Ruy Lopez: Berlin Defense #2,6
10949,50,resign,black,Rapid,1475,1462,A00,Polish Opening: Bugayev Attack,3
10950,49,mate,white,Rapid,1457,1487,B56,Sicilian Defense: Classical Variation,10
10951,33,outoftime,white,Blitz,1478,1422,C45,Scotch Game,7
10952,89,mate,white,Rapid,1507,1488,B20,Sicilian Defense: Bowdler Attack,3
10953,37,mate,white,Rapid,1540,1489,B45,Sicilian Defense: Paulsen Variation |  Normal Variation,9
10954,110,mate,black,Classical,1499,1486,A01,Nimzo-Larsen Attack,1
10955,46,resign,black,Rapid,1509,1540,C62,Ruy Lopez: Steinitz Defense,6
10956,77,outoftime,white,Rapid,1487,1521,A00,Van't Kruijs Opening,1
10957,18,resign,black,Rapid,1477,1504,B30,Sicilian Defense: Old Sicilian,4
10958,117,draw,draw,Rapid,1402,1507,B21,Sicilian Defense: Smith-Morra Gambit #2,3
10959,55,resign,white,Rapid,1498,1446,B20,Sicilian Defense: Bowdler Attack,3
10960,72,resign,black,Rapid,1505,1628,C65,Ruy Lopez: Berlin Defense #2,6
10961,58,resign,black,Rapid,1510,1480,C61,Ruy Lopez: Bird Variation,6
10962,75,resign,white,Rapid,1502,1394,B20,Sicilian Defense: Staunton-Cochrane Variation,3
10963,14,resign,black,Classical,1455,1493,B20,Sicilian Defense,2
10964,34,resign,black,Rapid,1507,1482,B21,Sicilian Defense: McDonnell Attack,3
10965,48,mate,black,Rapid,1434,1473,A18,English Opening: Mikenas-Carls Variation #2,5
10966,110,mate,black,Rapid,1475,1470,B20,Sicilian Defense: Bowdler Attack,3
10967,54,resign,black,Rapid,1487,1427,B30,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack,5
10968,35,mate,white,Classical,1500,1487,A40,Modern Defense,2
10969,37,outoftime,white,Rapid,1478,1423,B30,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack,5
10970,52,mate,black,Classical,1504,1467,B20,Sicilian Defense,2
10971,71,resign,white,Rapid,1457,1448,C41,Philidor Defense,5
10972,151,mate,white,Rapid,1462,1468,B20,Sicilian Defense: Bowdler Attack,3
10973,60,mate,black,Blitz,1480,1419,C70,Ruy Lopez: Morphy Defense |  Caro Variation,8
10974,86,resign,black,Rapid,1391,1472,B25,Sicilian Defense: Closed Variation |  Traditional,4
10975,77,mate,white,Rapid,1462,1424,C41,Philidor Defense #3,5
10976,8,resign,white,Blitz,1551,1159,B02,Alekhine Defense,2
10977,62,mate,black,Blitz,1057,1450,A06,Zukertort Opening: Reversed Mexican Defense,3
10978,37,mate,white,Blitz,1577,1217,B02,Alekhine Defense,2
10979,130,draw,draw,Classical,1272,1186,A00,Kadas Opening,1
10980,32,mate,black,Rapid,1337,1391,D00,Blackmar-Diemer Gambit,3
10981,19,mate,white,Rapid,1500,1500,D00,Queen's Pawn Game: Chigorin Variation,3
10982,54,resign,black,Rapid,1500,1099,C20,King's Pawn Game: Wayward Queen Attack |  Kiddie Countergambit,4
10983,67,mate,white,Rapid,1277,1500,C20,King's Pawn Game,2
10984,175,mate,white,Blitz,1896,1619,C30,King's Gambit Declined |  Classical Variation,4
10985,55,resign,white,Blitz,1481,1750,B43,Sicilian Defense: Kan Variation |  Knight Variation,9
10986,47,mate,white,Blitz,1426,1458,D41,Queen's Gambit Declined: Semi-Tarrasch |  San Sebastian Variation,18
10987,52,resign,black,Blitz,1512,1485,C36,King's Gambit Accepted: Modern Defense #2,7
10988,137,draw,draw,Blitz,1503,1637,C50,Italian Game,5
10989,147,resign,white,Blitz,1629,1510,C44,Scotch Game,5
10990,48,draw,draw,Blitz,1506,1633,C46,Three Knights Opening,5
10991,60,resign,black,Blitz,1524,1765,C50,Four Knights Game: Italian Variation,8
10992,131,outoftime,white,Blitz,1760,1529,C42,Russian Game: Damiano Variation,6
10993,42,resign,black,Blitz,1534,1755,C50,Italian Game: Giuoco Pianissimo |  Italian Four Knights Variation,9
10994,56,resign,white,Classical,1533,1593,D07,Queen's Gambit Refused: Chigorin Defense |  Janowski Variation,7
10995,37,resign,black,Classical,1547,1356,C41,Philidor Defense: Paulsen Attack,9
10996,55,resign,white,Blitz,1537,1560,C50,Four Knights Game: Italian Variation,8
10997,36,outoftime,black,Classical,1564,1814,C40,King's Pawn Game: McConnell Defense,4
10998,23,mate,white,Classical,1548,1729,C45,Scotch Game: Classical Variation,8
10999,40,resign,black,Classical,1563,1469,C00,French Defense: Normal Variation,3
11000,85,mate,white,Classical,1551,1573,B02,Alekhine Defense: Scandinavian Variation,4
11001,48,resign,white,Classical,1549,1109,B00,Nimzowitsch Defense: French Connection,4
11002,7,resign,white,Classical,1536,1232,B01,Scandinavian Defense: Mieses-Kotroc Variation,4
11003,35,mate,white,Classical,1518,1762,C45,Scotch Game,7
11004,19,resign,black,Blitz,1500,1337,C45,Scotch Game: Classical Variation |  Intermezzo Variation,10
11005,56,resign,white,Classical,1514,1255,C45,Scotch Game,7
11006,100,resign,black,Classical,1260,1389,C28,Bishop's Opening: Vienna Hybrid,7
11007,46,resign,black,Classical,1389,1260,C45,Scotch Game,7
11008,65,mate,white,Classical,1509,1253,C41,Philidor Defense,5
11009,48,resign,black,Classical,1520,1534,B88,Sicilian Defense: Sozin Attack |  Leonhardt Variation,12
11010,25,resign,white,Classical,1509,1499,C45,Scotch Game,7
11011,39,resign,white,Classical,1506,1133,C44,Scotch Game,5
11012,177,draw,draw,Classical,1502,1718,C41,Philidor Defense: Hanham Variation,6
11013,88,resign,black,Classical,1509,1639,B54,Sicilian Defense #2,6
11014,53,mate,white,Classical,1500,1451,C00,French Defense: Two Knights Variation,5
11015,16,resign,black,Classical,1512,1503,C40,King's Pawn Game: McConnell Defense,4
11016,29,outoftime,white,Classical,1489,1589,B00,Owen Defense,2
11017,28,outoftime,black,Classical,1496,1646,C45,Scotch Game,7
11018,56,resign,black,Classical,1507,1512,C00,French Defense: Normal Variation,3
11019,73,resign,black,Classical,1517,1569,B07,Rat Defense: Balogh Defense,4
11020,70,resign,black,Classical,1524,1668,C45,Scotch Game,7
11021,49,resign,white,Classical,1515,1437,C44,Scotch Game,5
11022,7,outoftime,white,Classical,1508,1373,B01,Scandinavian Defense: Main Line,6
11023,44,resign,black,Classical,1522,1461,B53,Sicilian Defense: Chekhover Variation,7
11024,98,draw,draw,Classical,1523,1494,C45,Scotch Game,7
11025,61,resign,black,Classical,1536,1487,C42,Russian Game: Three Knights Game,5
11026,50,resign,black,Classical,1542,1763,C40,King's Pawn Game: McConnell Defense,4
11027,57,resign,white,Classical,1524,1714,C44,Scotch Game,5
11028,39,resign,white,Classical,1521,1150,B00,Guatemala Defense,4
11029,42,mate,black,Classical,1540,1267,B25,Sicilian Defense: Closed Variation |  Traditional,4
11030,28,resign,black,Classical,1549,1647,C41,Philidor Defense: Exchange Variation,8
11031,81,mate,white,Rapid,1976,1755,C02,French Defense: Advance Variation,8
11032,66,resign,black,Rapid,1768,1662,C55,Italian Game: Two Knights Defense,6
11033,132,resign,black,Blitz,1500,1652,B40,Sicilian Defense: French Variation,4
11034,59,resign,white,Blitz,1398,1500,C20,King's Pawn Game: Leonardis Variation,3
11035,41,mate,white,Blitz,1500,1500,C23,Bishop's Opening,3
11036,42,resign,black,Blitz,1400,1500,D00,Queen's Pawn Game #2,3
11037,85,resign,white,Blitz,1452,1500,C41,Philidor Defense,5
11038,37,draw,draw,Blitz,1458,1500,B02,Alekhine Defense: Scandinavian Variation,4
11039,51,resign,white,Rapid,1906,1857,D21,Queen's Gambit Accepted: Rosenthal Variation,6
11040,73,resign,white,Rapid,1897,1027,B17,Caro-Kann Defense: Karpov Variation,8
11041,81,resign,white,Blitz,1500,1814,A13,English Opening: Agincourt Defense |  Catalan Defense |  Semi-Slav Defense,8
11042,37,mate,white,Blitz,1456,1193,C44,King's Pawn Game: Pachman Wing Gambit,5
11043,46,resign,black,Blitz,1231,1177,C20,King's Pawn Game: Napoleon Attack,3
11044,94,outoftime,black,Blitz,1777,1640,C53,Italian Game: Classical Variation |  Albin Gambit,9
11045,85,mate,white,Blitz,1944,1674,D02,Queen's Pawn Game: Chigorin Variation,4
11046,95,mate,white,Blitz,1777,1785,B00,Nimzowitsch Defense: Kennedy Variation |  Linksspringer Variation,5
11047,106,resign,black,Rapid,1726,1560,B00,Nimzowitsch Defense: Scandinavian Variation |  Advance Variation,5
11048,58,mate,black,Blitz,1151,1500,D00,Queen's Pawn Game: Mason Attack,3
11049,10,resign,white,Blitz,1381,1500,D00,Queen's Pawn Game #2,3
11050,14,resign,white,Blitz,1646,1381,A50,Mexican Defense,4
11051,48,mate,black,Blitz,1500,1637,C21,Center Game Accepted,4
11052,38,mate,black,Blitz,1972,2174,B30,Sicilian Defense: Old Sicilian,4
11053,85,mate,white,Rapid,1603,1641,A40,Queen's Pawn,1
11054,68,resign,black,Rapid,1647,1805,A45,Indian Game: Pawn Push Variation,3
11055,13,resign,white,Rapid,1798,1654,C27,Vienna Game,3
11056,101,resign,white,Rapid,1617,1666,A00,Van't Kruijs Opening,1
11057,58,resign,black,Rapid,1383,1662,C40,King's Pawn Game: McConnell Defense,4
11058,54,resign,black,Rapid,1567,1655,C40,King's Pawn Game: McConnell Defense,4
11059,72,resign,black,Rapid,1754,1641,A00,Van Geet Opening,1
11060,73,resign,white,Rapid,1809,1647,C40,King's Pawn Game: McConnell Defense,4
11061,86,outoftime,black,Rapid,1576,1638,C30,King's Gambit,3
11062,118,outoftime,draw,Rapid,1437,1634,B12,Caro-Kann Defense,3
11063,54,resign,black,Rapid,1652,1622,A40,Queen's Pawn,1
11064,134,outoftime,black,Rapid,1566,1612,C40,King's Pawn Game: McConnell Defense,4
11065,96,resign,white,Rapid,1604,1523,A45,Indian Game: Pawn Push Variation,3
11066,70,outoftime,black,Rapid,1532,1595,C20,English Opening: The Whale,3
11067,51,resign,white,Rapid,1735,1602,C40,King's Pawn Game: McConnell Defense,4
11068,75,resign,black,Rapid,1508,1594,B12,Caro-Kann Defense,3
11069,45,resign,white,Rapid,1645,1603,C40,King's Pawn Game: McConnell Defense,4
11070,63,resign,white,Rapid,2222,1604,A40,Queen's Pawn,1
11071,75,resign,white,Rapid,1666,1613,C40,King's Pawn Game: McConnell Defense,4
11072,56,resign,black,Rapid,1597,1603,C20,King's Pawn Game: Napoleon Attack,3
11073,50,resign,black,Rapid,1582,1592,A40,Queen's Pawn,1
11074,66,resign,black,Rapid,1537,1583,C40,King's Pawn Game: McConnell Defense,4
11075,87,resign,white,Rapid,1704,1590,A40,Queen's Pawn,1
11076,47,resign,white,Rapid,1612,1601,C40,King's Pawn Game: McConnell Defense,4
11077,37,resign,white,Rapid,1692,1609,B12,Caro-Kann Defense,3
11078,138,outoftime,black,Rapid,1650,1597,C40,King's Pawn Game: McConnell Defense,4
11079,35,resign,white,Rapid,1816,1602,D31,Semi-Slav Defense: Accelerated Move Order,6
11080,74,resign,black,Rapid,1617,1593,D00,Queen's Pawn Game #2,3
11081,48,outoftime,black,Rapid,1563,1583,C23,Bishop's Opening,3
11082,46,resign,black,Rapid,1492,1574,C40,King's Pawn Game: McConnell Defense,4
11083,84,resign,black,Rapid,1589,1563,D02,Queen's Pawn Game: Anti-Torre,4
11084,22,outoftime,black,Rapid,1717,1547,C27,Vienna Game,3
11085,40,resign,black,Rapid,1372,1410,C40,King's Pawn Game: McConnell Defense,4
11086,89,resign,white,Rapid,1566,1558,A40,Queen's Pawn,1
11087,70,resign,black,Rapid,1375,1410,C40,King's Pawn Game: McConnell Defense,4
11088,82,outoftime,black,Rapid,1500,1551,A40,Queen's Pawn,1
11089,56,mate,black,Rapid,1558,1674,D03,Queen's Pawn Game: Torre Attack,5
11090,141,resign,white,Rapid,1666,1566,C20,English Opening: The Whale,3
11091,89,mate,white,Rapid,1594,1576,C20,King's Pawn Game: Napoleon Attack,3
11092,82,mate,black,Rapid,1614,1564,C40,King's Pawn Game: McConnell Defense,4
11093,94,resign,black,Rapid,1535,1555,C40,King's Pawn Game: McConnell Defense,4
11094,46,resign,black,Rapid,1645,1541,A40,Queen's Pawn,1
11095,55,resign,white,Rapid,1696,1548,A00,Saragossa Opening,1
11096,124,mate,black,Rapid,1486,1539,C20,King's Pawn Game: Macleod Attack,3
11097,45,resign,white,Rapid,1557,1549,B12,Caro-Kann Defense,3
11098,89,resign,white,Rapid,1577,1559,C23,Bishop's Opening,3
11099,112,resign,black,Rapid,1570,1566,A40,Queen's Pawn,1
11100,116,outoftime,black,Rapid,1578,1559,A00,Van't Kruijs Opening,1
11101,53,mate,white,Blitz,1484,1500,B10,Caro-Kann Defense: Two Knights Attack,5
11102,30,resign,white,Blitz,2179,1593,B12,Caro-Kann Defense: Advance Variation,5
11103,94,mate,black,Blitz,1698,1612,B10,Caro-Kann Defense,2
11104,74,resign,white,Blitz,1870,1676,D10,Slav Defense,4
11105,50,mate,black,Blitz,1502,1500,B10,Caro-Kann Defense,2
11106,73,resign,white,Blitz,1432,1500,C41,Philidor Defense #2,4
11107,58,resign,black,Blitz,1500,1629,C41,Philidor Defense #2,4
11108,54,resign,black,Blitz,1396,1500,E00,Indian Game: Seirawan Attack,5
11109,43,resign,black,Rapid,1607,1500,C21,Center Game: von der Lasa Gambit,5
11110,54,mate,black,Bullet,1530,1500,C41,Philidor Defense #3,5
11111,60,resign,black,Blitz,1306,1500,B50,Sicilian Defense,4
11112,34,resign,black,Blitz,1626,1500,C50,Italian Game: Giuoco Pianissimo |  Italian Four Knights Variation,9
11113,67,resign,white,Blitz,1500,1626,C62,Ruy Lopez: Steinitz Defense,6
11114,44,resign,black,Blitz,1584,1500,E14,Queen's Indian Defense: Spassky System,7
11115,25,resign,white,Blitz,1500,1584,B45,Sicilian Defense: Paulsen Variation |  Normal Variation,9
11116,52,mate,black,Blitz,1229,1500,A00,Van't Kruijs Opening,1
11117,41,mate,white,Blitz,1500,1229,C59,Italian Game: Two Knights Defense |  Polerio Defense |  Suhle Defense,16
11118,44,mate,black,Rapid,1434,1538,A00,Van't Kruijs Opening,1
11119,69,mate,white,Rapid,1533,1586,A00,Van Geet Opening,1
11120,44,resign,black,Classical,1678,1416,B00,Nimzowitsch Defense: Scandinavian Variation |  Bogoljubov Variation |  Vehre Variation,6
11121,65,mate,white,Blitz,1550,1564,B02,Alekhine Defense: Maroczy Variation,3
11122,50,resign,black,Blitz,1169,1500,D07,Queen's Gambit Refused: Chigorin Defense |  Janowski Variation,7
11123,44,resign,black,Classical,1500,1500,C20,King's Pawn Game: Leonardis Variation,3
11124,116,mate,black,Blitz,1302,1611,B06,Modern Defense,2
11125,69,resign,white,Blitz,1598,1359,A13,English Opening: Agincourt Defense,2
11126,80,outoftime,black,Blitz,1500,1581,B06,Modern Defense: Geller's System,7
11127,46,resign,black,Rapid,1280,1500,C20,English Opening: The Whale,3
