age,job,marital,education,in_default,avg_yearly_balance,housing_loan,personal_loan,contact_method,day,month,duration,campaign_contacts,prev_days,previous,prev_outcome,term_deposit
35,technician,married,tertiary,no,1629,no,no,cellular,25,7,653,4,-1,0,unknown,yes
38,blue-collar,married,primary,no,406,yes,no,cellular,25,7,460,5,-1,0,unknown,no
41,blue-collar,married,secondary,no,1915,yes,no,cellular,25,7,245,4,-1,0,unknown,no
27,technician,single,secondary,no,-646,yes,no,cellular,25,7,135,8,-1,0,unknown,no
35,management,married,tertiary,no,972,yes,yes,cellular,25,7,23,16,-1,0,unknown,no
26,blue-collar,married,primary,no,133,no,yes,cellular,25,7,57,3,-1,0,unknown,no
60,retired,married,secondary,no,90,yes,no,cellular,25,7,41,3,-1,0,unknown,no
58,admin.,married,secondary,no,2,yes,yes,telephone,25,7,282,9,-1,0,unknown,no
31,management,married,tertiary,no,1215,no,no,cellular,25,7,80,2,-1,0,unknown,no
26,services,divorced,primary,yes,2,yes,yes,cellular,25,7,22,16,-1,0,unknown,no
30,services,divorced,secondary,no,704,yes,no,cellular,25,7,524,10,-1,0,unknown,no
31,entrepreneur,divorced,tertiary,no,1767,no,no,telephone,25,7,395,6,-1,0,unknown,no
27,management,married,tertiary,no,9630,yes,no,cellular,25,7,190,4,-1,0,unknown,no
33,blue-collar,married,secondary,no,-77,yes,no,cellular,28,7,151,3,-1,0,unknown,no
45,technician,single,secondary,no,586,no,yes,cellular,28,7,32,3,-1,0,unknown,no
44,services,married,secondary,no,908,yes,yes,cellular,28,7,102,7,-1,0,unknown,no
30,blue-collar,single,secondary,no,363,no,no,cellular,28,7,171,3,-1,0,unknown,no
31,entrepreneur,married,tertiary,no,5156,yes,no,cellular,28,7,147,3,-1,0,unknown,no
36,services,divorced,tertiary,no,58,yes,no,cellular,28,7,29,13,-1,0,unknown,no
55,blue-collar,divorced,secondary,no,496,no,yes,cellular,28,7,93,4,-1,0,unknown,no
45,entrepreneur,divorced,primary,no,888,yes,no,telephone,28,7,63,6,-1,0,unknown,no
58,retired,married,primary,no,282,yes,no,cellular,28,7,40,4,-1,0,unknown,no
30,technician,single,tertiary,no,190,yes,no,cellular,28,7,33,3,-1,0,unknown,no
34,technician,single,tertiary,no,2047,yes,no,cellular,28,7,57,5,-1,0,unknown,no
35,technician,single,tertiary,no,670,yes,no,cellular,28,7,177,18,-1,0,unknown,no
31,management,single,tertiary,no,949,yes,no,cellular,28,7,52,7,-1,0,unknown,no
26,blue-collar,married,primary,no,40,no,yes,cellular,28,7,49,3,-1,0,unknown,no
31,technician,married,tertiary,no,19,yes,no,cellular,28,7,243,31,-1,0,unknown,no
51,entrepreneur,married,secondary,yes,-2082,no,yes,cellular,28,7,123,6,-1,0,unknown,no
29,management,single,tertiary,no,2063,no,no,cellular,28,7,44,3,-1,0,unknown,no
52,management,single,tertiary,no,4,no,yes,cellular,28,7,30,9,-1,0,unknown,no
56,technician,married,secondary,no,4063,no,yes,telephone,28,7,31,4,-1,0,unknown,no
40,management,married,tertiary,no,0,yes,no,cellular,28,7,52,11,-1,0,unknown,no
39,management,single,tertiary,no,26,yes,no,cellular,28,7,110,18,-1,0,unknown,no
56,management,married,tertiary,no,-1493,no,yes,cellular,28,7,119,4,-1,0,unknown,no
38,services,married,primary,no,0,no,no,cellular,28,7,33,3,-1,0,unknown,no
35,admin.,single,secondary,no,-16,no,yes,cellular,28,7,108,3,-1,0,unknown,no
37,management,married,tertiary,no,0,yes,no,telephone,28,7,62,8,-1,0,unknown,no
47,blue-collar,divorced,primary,yes,0,yes,no,cellular,28,7,327,3,-1,0,unknown,no
58,technician,divorced,secondary,no,-147,yes,yes,cellular,28,7,95,3,-1,0,unknown,no
60,retired,single,secondary,no,74,yes,no,telephone,28,7,29,8,-1,0,unknown,no
37,blue-collar,married,secondary,no,965,yes,no,cellular,28,7,119,4,-1,0,unknown,no
57,admin.,single,secondary,no,0,no,no,cellular,28,7,261,4,-1,0,unknown,no
27,services,married,secondary,no,0,yes,no,cellular,28,7,334,8,-1,0,unknown,no
42,blue-collar,married,secondary,no,-128,no,yes,cellular,28,7,180,4,-1,0,unknown,no
32,services,married,secondary,no,0,yes,no,cellular,28,7,36,5,-1,0,unknown,no
39,management,single,tertiary,no,168,no,no,cellular,28,7,56,9,-1,0,unknown,no
53,services,married,primary,no,-166,no,yes,cellular,28,7,70,4,-1,0,unknown,no
33,management,married,tertiary,no,349,yes,yes,cellular,28,7,62,3,-1,0,unknown,no
42,blue-collar,married,primary,no,7041,yes,no,cellular,28,7,386,4,-1,0,unknown,no
34,services,single,secondary,no,215,no,no,cellular,28,7,56,5,-1,0,unknown,no
48,management,married,secondary,no,268,yes,no,cellular,28,7,458,7,-1,0,unknown,yes
25,technician,single,secondary,no,616,no,yes,cellular,28,7,117,4,-1,0,unknown,no
49,services,married,secondary,no,220,yes,no,cellular,28,7,93,11,-1,0,unknown,no
55,entrepreneur,married,secondary,no,814,no,yes,cellular,28,7,69,12,-1,0,unknown,no
28,management,married,tertiary,yes,84,no,yes,cellular,28,7,48,21,-1,0,unknown,no
45,admin.,divorced,tertiary,no,1506,no,no,cellular,28,7,365,4,-1,0,unknown,yes
30,services,married,primary,no,997,yes,no,cellular,28,7,76,3,-1,0,unknown,no
46,services,married,secondary,no,53,no,yes,cellular,28,7,31,3,-1,0,unknown,no
27,technician,married,secondary,no,0,yes,no,cellular,28,7,55,6,-1,0,unknown,no
25,management,single,tertiary,no,155,yes,no,telephone,28,7,193,3,-1,0,unknown,no
30,management,married,tertiary,no,1235,yes,no,cellular,28,7,104,3,-1,0,unknown,no
31,management,married,tertiary,no,0,yes,yes,cellular,28,7,664,8,-1,0,unknown,yes
50,services,married,secondary,no,0,yes,no,cellular,28,7,88,3,-1,0,unknown,no
25,student,single,tertiary,no,-380,no,no,cellular,28,7,108,4,-1,0,unknown,no
59,retired,married,primary,no,0,yes,no,cellular,28,7,20,4,-1,0,unknown,no
36,technician,married,secondary,no,-90,yes,no,cellular,28,7,110,3,-1,0,unknown,no
33,entrepreneur,married,tertiary,no,114,no,yes,cellular,28,7,57,3,-1,0,unknown,no
28,services,single,secondary,no,1136,no,no,cellular,28,7,89,3,-1,0,unknown,no
44,admin.,married,primary,no,-92,no,yes,cellular,28,7,526,5,-1,0,unknown,no
31,management,single,tertiary,no,0,yes,no,cellular,28,7,117,3,-1,0,unknown,no
35,self-employed,married,secondary,no,5613,yes,no,cellular,28,7,699,3,-1,0,unknown,yes
27,management,single,tertiary,no,72,yes,no,cellular,28,7,131,7,-1,0,unknown,no
44,technician,divorced,secondary,no,0,yes,no,cellular,28,7,463,2,-1,0,unknown,no
52,blue-collar,married,primary,no,4711,yes,no,cellular,28,7,228,2,-1,0,unknown,no
46,admin.,married,secondary,no,31,yes,yes,telephone,28,7,302,2,-1,0,unknown,no
33,technician,married,secondary,no,181,yes,yes,telephone,28,7,265,2,-1,0,unknown,no
38,technician,divorced,tertiary,no,465,no,yes,cellular,28,7,30,3,-1,0,unknown,no
37,management,single,unknown,no,242,no,yes,cellular,28,7,124,3,-1,0,unknown,no
34,admin.,single,secondary,no,79,yes,no,cellular,28,7,219,3,-1,0,unknown,no
43,services,married,secondary,no,1220,no,no,cellular,28,7,307,2,-1,0,unknown,no
58,management,single,tertiary,no,331,no,yes,cellular,28,7,82,3,-1,0,unknown,no
32,management,single,tertiary,no,15561,yes,no,cellular,28,7,151,3,-1,0,unknown,no
52,management,married,tertiary,no,2428,yes,no,cellular,28,7,61,3,-1,0,unknown,no
43,services,divorced,secondary,no,-145,yes,no,cellular,28,7,68,3,-1,0,unknown,no
53,entrepreneur,single,unknown,no,202,no,no,cellular,28,7,106,3,-1,0,unknown,no
54,blue-collar,married,primary,no,38,no,no,cellular,28,7,115,8,-1,0,unknown,no
38,services,married,secondary,no,0,yes,no,telephone,28,7,121,2,-1,0,unknown,no
48,housemaid,married,secondary,no,513,no,yes,cellular,28,7,939,3,-1,0,unknown,yes
39,management,married,tertiary,no,278,no,yes,cellular,28,7,60,3,-1,0,unknown,no
51,self-employed,married,secondary,yes,-206,no,yes,cellular,28,7,51,3,-1,0,unknown,no
42,blue-collar,married,unknown,no,345,yes,yes,cellular,28,7,307,3,-1,0,unknown,no
33,management,married,tertiary,no,0,yes,no,cellular,28,7,54,3,-1,0,unknown,no
32,technician,married,secondary,no,163,yes,yes,cellular,28,7,73,3,-1,0,unknown,no
59,admin.,married,secondary,no,373,yes,yes,cellular,28,7,362,7,-1,0,unknown,no
27,admin.,married,secondary,no,31,yes,yes,cellular,28,7,746,2,-1,0,unknown,no
40,technician,married,secondary,no,-496,no,no,telephone,28,7,22,2,-1,0,unknown,no
43,services,married,secondary,no,-236,yes,no,cellular,28,7,745,7,-1,0,unknown,yes
38,management,single,tertiary,no,8,yes,no,cellular,28,7,219,2,-1,0,unknown,no
36,blue-collar,married,secondary,no,1587,yes,no,cellular,28,7,200,2,-1,0,unknown,no
33,services,single,secondary,no,0,yes,no,cellular,28,7,174,2,-1,0,unknown,no
40,services,divorced,secondary,no,9,no,no,cellular,28,7,154,2,-1,0,unknown,no
52,housemaid,married,secondary,no,-12,no,yes,cellular,28,7,136,5,-1,0,unknown,no
60,technician,married,secondary,no,2041,no,no,telephone,28,7,108,7,-1,0,unknown,no
57,retired,married,primary,no,592,no,yes,cellular,28,7,87,5,-1,0,unknown,no
29,services,single,secondary,no,166,no,yes,cellular,28,7,108,8,-1,0,unknown,no
39,services,divorced,secondary,no,293,yes,yes,telephone,28,7,148,2,-1,0,unknown,no
28,technician,single,secondary,no,181,yes,no,cellular,28,7,139,3,-1,0,unknown,no
48,technician,married,secondary,no,759,yes,no,cellular,28,7,84,5,-1,0,unknown,no
56,blue-collar,divorced,secondary,no,1346,no,yes,cellular,28,7,240,3,-1,0,unknown,no
29,blue-collar,married,secondary,no,246,yes,no,cellular,28,7,194,5,-1,0,unknown,no
35,blue-collar,married,secondary,no,209,yes,yes,telephone,28,7,66,2,-1,0,unknown,no
48,housemaid,married,secondary,no,0,no,no,cellular,28,7,330,5,-1,0,unknown,no
42,services,married,secondary,no,98,yes,no,telephone,28,7,228,2,-1,0,unknown,no
43,blue-collar,single,primary,no,-399,no,yes,cellular,28,7,662,3,-1,0,unknown,yes
59,housemaid,married,primary,no,0,no,yes,telephone,28,7,40,2,-1,0,unknown,no
28,management,single,tertiary,no,111,yes,yes,cellular,28,7,230,2,-1,0,unknown,no
56,admin.,divorced,secondary,no,1026,yes,no,cellular,28,7,173,2,-1,0,unknown,no
38,management,married,secondary,no,1066,yes,no,cellular,28,7,78,2,-1,0,unknown,no
39,blue-collar,married,secondary,no,366,yes,no,cellular,28,7,551,5,-1,0,unknown,no
58,self-employed,married,tertiary,no,794,no,yes,telephone,28,7,130,9,-1,0,unknown,no
34,admin.,married,secondary,no,1655,yes,no,cellular,28,7,49,2,-1,0,unknown,no
48,self-employed,married,tertiary,no,147,no,yes,cellular,28,7,295,4,-1,0,unknown,no
50,blue-collar,married,secondary,no,724,no,no,cellular,28,7,139,2,-1,0,unknown,no
26,blue-collar,single,secondary,no,37,no,yes,cellular,28,7,301,2,-1,0,unknown,no
40,technician,divorced,secondary,no,669,yes,no,cellular,28,7,367,2,-1,0,unknown,no
32,technician,married,secondary,no,659,no,yes,cellular,28,7,446,2,-1,0,unknown,no
53,admin.,married,secondary,no,673,no,yes,telephone,28,7,137,2,-1,0,unknown,no
26,blue-collar,single,primary,no,1538,no,yes,cellular,28,7,97,3,-1,0,unknown,no
49,services,divorced,secondary,no,0,no,no,cellular,28,7,412,2,-1,0,unknown,yes
50,technician,married,secondary,no,2972,no,no,cellular,28,7,73,5,-1,0,unknown,no
40,technician,single,secondary,no,134,yes,yes,cellular,28,7,126,2,-1,0,unknown,no
25,services,single,secondary,no,5533,yes,no,cellular,28,7,50,4,-1,0,unknown,no
28,admin.,married,secondary,no,157,yes,yes,cellular,28,7,164,2,-1,0,unknown,no
48,admin.,married,secondary,no,-160,no,yes,cellular,28,7,84,3,-1,0,unknown,no
39,blue-collar,married,primary,no,643,no,yes,cellular,28,7,24,14,-1,0,unknown,no
26,technician,married,tertiary,no,-385,yes,no,cellular,28,7,163,3,-1,0,unknown,no
34,management,single,secondary,no,516,yes,no,cellular,28,7,292,2,-1,0,unknown,no
36,management,married,tertiary,no,-861,yes,yes,cellular,28,7,53,2,-1,0,unknown,no
53,entrepreneur,married,tertiary,no,1129,no,yes,cellular,28,7,241,8,-1,0,unknown,no
60,retired,married,secondary,no,3570,no,no,telephone,28,7,112,2,-1,0,unknown,no
50,admin.,divorced,secondary,no,86,no,no,cellular,28,7,65,7,-1,0,unknown,no
55,retired,married,secondary,no,1126,yes,no,telephone,28,7,388,2,-1,0,unknown,no
30,admin.,single,secondary,no,-548,yes,yes,cellular,28,7,70,2,-1,0,unknown,no
31,self-employed,married,tertiary,no,170,no,yes,cellular,28,7,98,16,-1,0,unknown,no
49,services,married,tertiary,no,475,yes,no,cellular,28,7,273,2,-1,0,unknown,no
48,blue-collar,married,secondary,no,917,yes,no,cellular,28,7,103,5,-1,0,unknown,no
42,housemaid,married,primary,no,1,yes,no,telephone,28,7,59,5,-1,0,unknown,no
53,housemaid,married,primary,no,362,no,no,cellular,28,7,1169,2,-1,0,unknown,yes
48,entrepreneur,married,secondary,no,0,no,yes,cellular,28,7,431,2,-1,0,unknown,yes
30,services,married,secondary,no,1399,no,no,cellular,28,7,168,6,-1,0,unknown,no
58,admin.,divorced,secondary,no,447,no,no,cellular,28,7,405,4,-1,0,unknown,no
38,housemaid,married,secondary,no,-278,yes,no,cellular,28,7,143,2,-1,0,unknown,no
33,services,married,secondary,no,90,yes,no,cellular,28,7,263,2,-1,0,unknown,no
39,services,married,secondary,no,-267,yes,no,cellular,28,7,143,10,-1,0,unknown,no
27,technician,single,secondary,no,3933,no,no,cellular,28,7,837,3,-1,0,unknown,yes
44,housemaid,married,secondary,no,829,no,no,cellular,28,7,47,3,-1,0,unknown,no
26,services,single,secondary,no,81,yes,no,cellular,28,7,63,2,-1,0,unknown,no
26,blue-collar,single,secondary,no,0,no,no,telephone,28,7,55,2,-1,0,unknown,no
58,housemaid,married,primary,no,435,yes,no,telephone,28,7,122,6,-1,0,unknown,no
29,blue-collar,married,primary,no,-382,yes,no,cellular,28,7,35,2,-1,0,unknown,no
55,technician,married,secondary,no,3899,yes,no,telephone,28,7,596,4,-1,0,unknown,yes
56,management,divorced,tertiary,no,-141,no,no,cellular,28,7,101,4,-1,0,unknown,no
36,blue-collar,married,primary,no,656,yes,no,cellular,28,7,71,4,-1,0,unknown,no
36,management,married,tertiary,no,-1629,yes,yes,cellular,28,7,337,2,-1,0,unknown,no
35,admin.,single,secondary,no,289,yes,no,cellular,28,7,48,10,-1,0,unknown,no
58,technician,divorced,secondary,no,553,yes,no,cellular,28,7,174,2,-1,0,unknown,no
26,services,married,secondary,no,4,yes,no,cellular,28,7,201,2,-1,0,unknown,no
28,blue-collar,married,tertiary,no,902,yes,no,telephone,28,7,296,2,-1,0,unknown,no
44,blue-collar,married,secondary,no,215,no,yes,cellular,28,7,180,5,-1,0,unknown,no
53,services,divorced,unknown,no,1012,yes,no,cellular,28,7,332,2,-1,0,unknown,no
27,blue-collar,married,primary,no,108,yes,no,telephone,28,7,57,2,-1,0,unknown,no
52,services,married,primary,no,14,no,yes,cellular,28,7,55,5,-1,0,unknown,no
33,services,married,secondary,no,837,yes,no,cellular,28,7,301,2,-1,0,unknown,no
31,blue-collar,married,primary,no,290,yes,no,cellular,28,7,408,3,-1,0,unknown,no
27,technician,married,secondary,no,0,yes,yes,telephone,28,7,359,2,-1,0,unknown,no
29,technician,single,secondary,no,5,yes,yes,cellular,28,7,54,2,-1,0,unknown,no
59,management,divorced,tertiary,no,14,no,yes,cellular,28,7,114,2,-1,0,unknown,no
32,blue-collar,single,secondary,no,82,yes,no,cellular,28,7,86,4,-1,0,unknown,no
31,technician,married,secondary,no,17,yes,no,cellular,28,7,266,3,-1,0,unknown,no
46,blue-collar,married,secondary,no,-216,yes,no,cellular,28,7,404,3,-1,0,unknown,no
50,admin.,single,secondary,no,167,no,yes,cellular,28,7,201,3,-1,0,unknown,no
43,housemaid,married,secondary,no,150,no,no,telephone,28,7,290,7,-1,0,unknown,no
51,blue-collar,married,secondary,no,224,yes,yes,cellular,28,7,231,5,-1,0,unknown,no
50,blue-collar,married,primary,no,859,yes,yes,telephone,28,7,40,7,-1,0,unknown,no
27,self-employed,married,tertiary,no,0,no,yes,cellular,28,7,133,4,-1,0,unknown,no
28,admin.,single,tertiary,no,1104,yes,no,cellular,28,7,73,7,-1,0,unknown,no
32,services,married,secondary,no,-173,yes,no,cellular,28,7,300,2,-1,0,unknown,no
47,housemaid,married,primary,no,20,no,yes,cellular,28,7,564,5,-1,0,unknown,no
43,management,married,tertiary,no,-391,yes,no,cellular,28,7,193,8,-1,0,unknown,no
39,blue-collar,married,secondary,no,1439,yes,no,telephone,28,7,73,6,-1,0,unknown,no
52,services,married,unknown,no,482,yes,yes,cellular,28,7,83,7,-1,0,unknown,no
32,technician,single,tertiary,no,849,yes,no,cellular,28,7,289,5,-1,0,unknown,no
41,technician,divorced,secondary,no,611,yes,no,cellular,28,7,157,5,-1,0,unknown,no
51,management,married,tertiary,no,57,no,no,cellular,28,7,66,19,-1,0,unknown,no
50,housemaid,married,secondary,no,1954,no,yes,cellular,28,7,438,4,-1,0,unknown,no
42,management,married,tertiary,no,1220,yes,no,telephone,28,7,155,2,-1,0,unknown,no
28,technician,single,secondary,no,-97,no,no,cellular,28,7,96,4,-1,0,unknown,no
33,entrepreneur,married,tertiary,no,407,yes,no,cellular,28,7,189,2,-1,0,unknown,no
34,technician,married,secondary,no,357,yes,no,cellular,28,7,25,20,-1,0,unknown,no
38,management,single,tertiary,no,-476,yes,no,cellular,28,7,76,2,-1,0,unknown,no
35,blue-collar,married,secondary,no,449,yes,no,cellular,28,7,395,4,-1,0,unknown,no
27,blue-collar,single,secondary,no,103,no,yes,cellular,28,7,53,5,-1,0,unknown,no
55,technician,single,tertiary,no,-528,no,no,cellular,28,7,246,2,-1,0,unknown,no
29,services,single,secondary,no,553,no,yes,cellular,28,7,60,5,-1,0,unknown,no
32,management,married,tertiary,no,273,yes,no,cellular,28,7,231,10,-1,0,unknown,no
34,technician,married,secondary,no,0,yes,no,telephone,28,7,1025,2,-1,0,unknown,no
60,technician,divorced,tertiary,no,-361,no,yes,cellular,28,7,76,6,-1,0,unknown,no
29,management,married,tertiary,no,361,yes,yes,cellular,28,7,819,3,-1,0,unknown,no
32,admin.,married,secondary,no,2468,yes,yes,cellular,28,7,131,4,-1,0,unknown,no
29,technician,married,tertiary,no,676,no,no,cellular,28,7,470,4,-1,0,unknown,no
39,blue-collar,married,primary,no,1373,yes,no,telephone,28,7,81,5,-1,0,unknown,no
34,housemaid,married,tertiary,no,0,no,no,cellular,28,7,60,5,-1,0,unknown,no
40,services,married,secondary,no,473,yes,no,cellular,28,7,383,3,-1,0,unknown,yes
49,management,married,tertiary,no,224,yes,no,cellular,28,7,68,3,-1,0,unknown,no
29,services,single,secondary,no,209,yes,no,cellular,28,7,487,7,-1,0,unknown,no
41,management,married,tertiary,no,371,yes,no,cellular,28,7,81,8,-1,0,unknown,no
49,blue-collar,divorced,primary,no,73,no,yes,cellular,28,7,106,11,-1,0,unknown,no
29,technician,married,secondary,no,0,yes,no,cellular,28,7,83,6,-1,0,unknown,no
50,admin.,married,secondary,no,546,no,no,cellular,28,7,82,6,-1,0,unknown,no
45,entrepreneur,married,tertiary,no,219,yes,yes,cellular,28,7,118,4,-1,0,unknown,no
41,admin.,married,secondary,no,239,yes,no,cellular,28,7,76,12,-1,0,unknown,no
59,self-employed,married,primary,no,0,yes,no,telephone,28,7,97,2,-1,0,unknown,no
25,unemployed,married,secondary,no,157,yes,no,cellular,28,7,33,31,-1,0,unknown,no
53,housemaid,married,primary,no,994,no,yes,cellular,28,7,1339,3,-1,0,unknown,no
34,admin.,married,tertiary,no,262,yes,no,cellular,28,7,359,3,-1,0,unknown,no
34,self-employed,married,tertiary,no,97,yes,no,cellular,28,7,102,6,-1,0,unknown,no
30,student,single,tertiary,no,146,no,no,cellular,28,7,310,2,-1,0,unknown,no
31,blue-collar,single,secondary,no,-571,yes,no,cellular,28,7,68,3,-1,0,unknown,no
49,management,single,tertiary,no,1556,yes,no,cellular,28,7,674,3,-1,0,unknown,no
53,blue-collar,married,secondary,no,2267,no,yes,cellular,28,7,57,6,-1,0,unknown,no
40,self-employed,single,tertiary,no,1616,no,no,telephone,28,7,1009,7,-1,0,unknown,yes
52,technician,married,secondary,no,475,yes,no,cellular,28,7,121,3,-1,0,unknown,no
59,retired,married,primary,no,824,yes,no,telephone,28,7,81,3,-1,0,unknown,no
37,entrepreneur,married,tertiary,no,404,yes,no,cellular,28,7,55,10,-1,0,unknown,no
31,management,single,secondary,yes,20,yes,no,cellular,28,7,141,5,-1,0,unknown,no
38,admin.,married,secondary,no,337,no,no,cellular,28,7,624,4,-1,0,unknown,no
38,blue-collar,divorced,secondary,no,1817,yes,no,cellular,28,7,1096,4,-1,0,unknown,yes
56,technician,married,secondary,no,76,yes,no,cellular,28,7,93,3,-1,0,unknown,no
51,management,divorced,tertiary,no,0,yes,no,cellular,28,7,534,4,-1,0,unknown,no
27,technician,single,secondary,no,3305,no,yes,cellular,28,7,78,3,-1,0,unknown,no
59,blue-collar,divorced,secondary,no,-361,no,yes,cellular,28,7,247,3,-1,0,unknown,no
41,management,married,secondary,no,49,yes,no,cellular,28,7,534,8,-1,0,unknown,no
54,blue-collar,married,primary,no,551,yes,no,cellular,28,7,431,2,-1,0,unknown,no
32,services,single,secondary,no,72,no,no,cellular,28,7,88,9,-1,0,unknown,no
43,technician,divorced,secondary,no,1413,yes,no,telephone,28,7,75,3,-1,0,unknown,no
36,entrepreneur,married,secondary,no,229,yes,no,cellular,28,7,258,2,-1,0,unknown,no
38,blue-collar,married,primary,no,-275,no,no,cellular,28,7,165,3,-1,0,unknown,no
59,housemaid,married,primary,no,88,yes,no,cellular,28,7,63,5,-1,0,unknown,no
54,retired,single,secondary,no,129,no,yes,cellular,28,7,867,2,-1,0,unknown,yes
41,housemaid,married,secondary,no,0,yes,no,telephone,28,7,41,2,-1,0,unknown,no
58,housemaid,married,tertiary,no,94,no,yes,cellular,28,7,207,7,-1,0,unknown,no
40,management,married,tertiary,no,552,no,no,cellular,28,7,761,8,-1,0,unknown,no
29,management,single,tertiary,no,91,yes,no,telephone,28,7,426,4,-1,0,unknown,no
46,services,married,secondary,no,-204,yes,yes,cellular,28,7,234,15,-1,0,unknown,no
39,management,single,tertiary,no,759,yes,no,cellular,28,7,310,5,-1,0,unknown,no
49,management,married,tertiary,no,1468,yes,no,cellular,28,7,88,3,-1,0,unknown,no
30,self-employed,single,tertiary,no,253,yes,no,cellular,28,7,283,4,-1,0,unknown,no
37,services,married,secondary,no,1616,yes,no,cellular,28,7,418,3,-1,0,unknown,no
31,unemployed,married,secondary,no,90,no,no,cellular,28,7,121,2,-1,0,unknown,no
46,admin.,married,secondary,no,711,no,yes,telephone,28,7,187,11,-1,0,unknown,no
36,technician,divorced,secondary,no,1156,yes,yes,cellular,28,7,141,7,-1,0,unknown,no
34,entrepreneur,married,secondary,no,3994,no,yes,cellular,28,7,188,3,-1,0,unknown,no
55,management,divorced,tertiary,no,141,yes,no,cellular,28,7,154,5,-1,0,unknown,no
35,technician,married,secondary,no,1508,no,no,cellular,28,7,339,8,-1,0,unknown,no
49,blue-collar,single,primary,no,-165,yes,yes,cellular,28,7,151,3,-1,0,unknown,no
55,technician,married,secondary,no,176,yes,no,cellular,28,7,106,2,-1,0,unknown,no
26,services,single,secondary,no,1163,no,yes,cellular,28,7,239,4,-1,0,unknown,no
54,technician,married,secondary,no,1938,no,yes,cellular,28,7,551,3,-1,0,unknown,yes
32,admin.,single,secondary,no,976,yes,no,cellular,28,7,644,3,-1,0,unknown,no
31,services,single,secondary,no,456,yes,no,cellular,28,7,322,11,-1,0,unknown,no
41,admin.,married,tertiary,no,96,yes,no,cellular,28,7,269,7,-1,0,unknown,no
35,blue-collar,single,primary,no,-631,yes,no,cellular,28,7,124,3,-1,0,unknown,no
26,services,single,primary,no,179,yes,yes,cellular,28,7,333,4,-1,0,unknown,no
37,blue-collar,single,primary,no,147,no,no,cellular,28,7,192,19,-1,0,unknown,no
34,admin.,single,tertiary,no,64,yes,no,cellular,28,7,76,2,-1,0,unknown,no
41,technician,married,secondary,no,2125,yes,yes,cellular,28,7,433,4,-1,0,unknown,no
31,blue-collar,single,secondary,no,-343,no,yes,cellular,28,7,120,4,-1,0,unknown,no
39,admin.,married,secondary,yes,-104,yes,no,cellular,28,7,290,2,-1,0,unknown,no
34,management,married,tertiary,no,436,no,yes,cellular,28,7,118,4,-1,0,unknown,no
44,management,married,primary,no,5418,yes,yes,cellular,28,7,58,5,-1,0,unknown,no
38,blue-collar,single,unknown,no,-933,yes,no,cellular,28,7,149,11,-1,0,unknown,no
35,blue-collar,married,secondary,no,1397,yes,no,cellular,28,7,114,4,-1,0,unknown,no
36,blue-collar,married,secondary,no,718,yes,no,cellular,28,7,91,3,-1,0,unknown,no
36,management,single,tertiary,no,1743,yes,no,cellular,28,7,428,2,-1,0,unknown,no
30,admin.,married,secondary,no,39,yes,no,cellular,28,7,101,3,-1,0,unknown,no
31,admin.,married,secondary,no,3,yes,no,cellular,28,7,37,12,-1,0,unknown,no
31,management,single,tertiary,no,34,yes,no,cellular,28,7,127,4,-1,0,unknown,no
43,housemaid,married,primary,no,59,no,yes,cellular,28,7,155,2,-1,0,unknown,no
44,technician,divorced,secondary,no,0,no,no,cellular,28,7,264,5,-1,0,unknown,no
30,management,single,tertiary,no,2,yes,no,cellular,28,7,377,4,-1,0,unknown,no
34,technician,single,secondary,no,2683,no,no,cellular,28,7,73,2,-1,0,unknown,no
39,unemployed,married,secondary,no,74,yes,no,cellular,28,7,71,6,-1,0,unknown,no
45,admin.,married,secondary,no,1214,yes,no,cellular,28,7,118,2,-1,0,unknown,no
30,technician,single,tertiary,no,4321,yes,no,cellular,28,7,257,6,-1,0,unknown,no
29,services,married,secondary,no,417,yes,no,cellular,28,7,234,11,-1,0,unknown,no
30,services,married,secondary,no,208,no,yes,cellular,28,7,213,3,-1,0,unknown,no
57,retired,divorced,primary,no,0,no,no,telephone,28,7,1037,3,-1,0,unknown,no
33,unemployed,married,tertiary,no,271,yes,yes,cellular,28,7,262,4,-1,0,unknown,no
33,services,married,secondary,no,766,yes,no,cellular,28,7,22,3,-1,0,unknown,no
52,blue-collar,divorced,secondary,no,1912,yes,yes,cellular,28,7,123,2,-1,0,unknown,no
35,services,divorced,secondary,no,742,no,no,cellular,28,7,83,7,-1,0,unknown,no
43,blue-collar,single,primary,yes,69,no,yes,cellular,28,7,267,5,-1,0,unknown,no
40,management,married,tertiary,no,30,yes,no,cellular,28,7,609,6,-1,0,unknown,no
59,blue-collar,married,secondary,no,149,no,yes,telephone,28,7,313,16,-1,0,unknown,no
56,services,married,secondary,no,4763,yes,no,telephone,28,7,106,6,-1,0,unknown,no
36,technician,married,secondary,no,-342,yes,no,cellular,28,7,170,3,-1,0,unknown,no
26,management,single,secondary,no,63,no,no,cellular,28,7,76,4,-1,0,unknown,no
39,services,married,secondary,no,823,yes,yes,cellular,28,7,780,2,-1,0,unknown,no
40,management,married,tertiary,yes,0,no,no,cellular,28,7,165,5,-1,0,unknown,no
26,blue-collar,single,secondary,yes,-685,yes,yes,cellular,28,7,314,4,-1,0,unknown,no
27,entrepreneur,married,tertiary,no,59,no,no,cellular,28,7,306,6,-1,0,unknown,no
